batch	activity	element	cycle	class
D	A2	A-123	1	behaviour
D	A2	A-124	1	surface
D	A2	A-125	1	surface
D	A2	A-127	1	surface
D	A2	A-128	1	surface
D	A2	A-012	1	behaviour
D	A2	A-130	1	surface
D	A3	A-060	1	behaviour
D	A3	A-061	1	behaviour
D	A3	A-062	1	behaviour
D	A3	A-063	1	behaviour
D	A3	A-069	1	behaviour
D	A3	C-019	1	behaviour
D	A3	A-011	1	store
D	A3	A-067	1	surface
D	A3	A-068	1	behaviour
D	A3	A-064	1	behaviour
D	A3	A-065	1	behaviour
D	A3	A-066	1	behaviour
D	A3	A-126	1	behaviour
D	A3	C-020	1	behaviour
D	A3	A-123	1	behaviour
D	A3	A-124	1	surface
D	A3	A-125	1	surface
D	A3	A-127	1	surface
D	A3	A-128	1	surface
D	A3	A-012	1	behaviour
D	A3	A-130	1	surface
D	A4	A-060	1	behaviour
D	A4	A-061	1	behaviour
D	A4	A-062	1	behaviour
D	A4	A-063	1	behaviour
D	A4	A-069	1	behaviour
D	A4	C-019	1	behaviour
D	A4	A-011	1	store
D	A4	A-067	1	surface
D	A4	A-068	1	behaviour
D	A4	A-064	1	behaviour
D	A4	A-065	1	behaviour
D	A4	A-066	1	behaviour
D	A4	A-126	1	behaviour
D	A4	C-020	1	behaviour
D	A4	A-123	1	behaviour
D	A4	A-124	1	surface
D	A4	A-125	1	surface
D	A4	A-127	1	surface
D	A4	A-128	1	surface
D	A4	A-012	1	behaviour
D	A4	A-130	1	surface
D	A5	S-07	1	aggregate
D	A5	S-07	2	aggregate
D	A5	S-07.1	1	aggregate
D	A5	S-07.1	2	aggregate
D	A5	S-07.2	1	aggregate
D	A5	S-07.2	2	aggregate
D	A5	S-07.3	1	aggregate
D	A5	S-07.3	2	aggregate
D	A5	S-08	1	aggregate
D	A5	S-08	2	aggregate
D	A5	S-08.1	1	aggregate
D	A5	S-08.1	2	aggregate
D	A6	S-07	1	aggregate
D	A6	S-07	2	aggregate
D	A6	S-07.1	1	aggregate
D	A6	S-07.1	2	aggregate
D	A6	S-07.2	1	aggregate
D	A6	S-07.2	2	aggregate
D	A6	S-07.3	1	aggregate
D	A6	S-07.3	2	aggregate
D	A6	S-08	1	aggregate
D	A6	S-08	2	aggregate
D	A6	S-08.1	1	aggregate
D	A6	S-08.1	2	aggregate
D	A7	S-07	1	aggregate
D	A7	S-07.1	1	aggregate
D	A7	S-07.2	1	aggregate
D	A7	S-07.3	1	aggregate
D	A7	S-08	1	aggregate
D	A7	S-08.1	1	aggregate
D	A8	S-07	1	aggregate
D	A8	S-07.1	1	aggregate
D	A8	S-07.2	1	aggregate
D	A8	S-07.3	1	aggregate
D	A8	S-08	1	aggregate
D	A8	S-08.1	1	aggregate
D	U1	S-07	1	aggregate
D	U1	S-07.2	1	aggregate
D	U1	S-08	1	aggregate
D	U1	S-08.1	1	aggregate
D	U2	S-07	1	aggregate
D	U2	S-07	2	aggregate
D	U2	S-07.2	1	aggregate
D	U2	S-07.2	2	aggregate
D	U2	S-08	1	aggregate
D	U2	S-08	2	aggregate
D	U2	S-08.1	1	aggregate
D	U2	S-08.1	2	aggregate
D	U3	S-07	1	aggregate
D	U3	S-07	2	aggregate
D	U3	S-07.2	1	aggregate
D	U3	S-07.2	2	aggregate
D	U3	S-08	1	aggregate
D	U3	S-08	2	aggregate
D	U3	S-08.1	1	aggregate
D	U3	S-08.1	2	aggregate
D	D2	S-07	1	aggregate
D	D2	S-07.1	1	aggregate
D	D2	S-07.2	1	aggregate
D	D2	S-07.3	1	aggregate
D	D2	S-08	1	aggregate
D	D2	S-08.1	1	aggregate
D	D4	A-060	1	behaviour
D	D4	A-061	1	behaviour
D	D4	A-062	1	behaviour
D	D4	A-063	1	behaviour
D	D4	A-069	1	behaviour
D	D4	A-011	1	store
D	D4	A-067	1	surface
D	D4	A-068	1	behaviour
D	D4	A-064	1	behaviour
D	D4	A-065	1	behaviour
D	D4	A-066	1	behaviour
D	D4	A-126	1	behaviour
D	D4	A-010	1	statement
D	D4	A-123	1	behaviour
D	D4	A-124	1	surface
D	D4	A-125	1	surface
D	D4	A-127	1	surface
D	D4	A-128	1	surface
D	D4	A-012	1	behaviour
D	D4	A-130	1	surface
D	G2m	A-011	1	store
D	G3m	A-011	1	store
D	G4m	A-011	1	store
D	O1	S-07	1	aggregate
D	O1	S-07.2	1	aggregate
D	O1	S-08	1	aggregate
D	O1	S-08.1	1	aggregate
E	K1	A-036	1	behaviour
E	K1	A-040	1	behaviour
E	K1	A-041	1	behaviour
E	K1	A-042	1	behaviour
E	K1	C-001	1	store
E	K1	A-037	1	interface
E	K1	A-038	1	interface
E	K1	A-039	1	surface
E	K1	C-002	1	behaviour
E	K1	A-043	1	store
E	K1	C-003	1	behaviour
E	K1	A-029	1	surface
E	K1	A-030	1	behaviour
E	K1	A-031	1	behaviour
E	K1	A-032	1	behaviour
E	K1	A-034	1	store
E	K1	A-035	1	surface
E	K1	A-159	1	store
E	K1	C-023	1	behaviour
E	K1	A-033	1	interface
E	K2	A-036	1	behaviour
E	K2	A-040	1	behaviour
E	K2	A-041	1	behaviour
E	K2	A-042	1	behaviour
E	K2	C-001	1	store
E	K2	A-037	1	interface
E	K2	A-038	1	interface
E	K2	A-039	1	surface
E	K2	C-002	1	behaviour
E	K2	A-043	1	store
E	K2	C-003	1	behaviour
E	K2	A-029	1	surface
E	K2	A-030	1	behaviour
E	K2	A-031	1	behaviour
E	K2	A-032	1	behaviour
E	K2	A-034	1	store
E	K2	A-035	1	surface
E	K2	A-159	1	store
E	K2	C-023	1	behaviour
E	K2	A-033	1	interface
E	A2	A-036	1	behaviour
E	A2	A-040	1	behaviour
E	A2	A-041	1	behaviour
E	A2	A-042	1	behaviour
E	A2	C-001	1	store
E	A2	A-037	1	interface
E	A2	A-038	1	interface
E	A2	A-039	1	surface
E	A2	C-002	1	behaviour
E	A2	A-043	1	store
E	A2	C-003	1	behaviour
E	A2	A-029	1	surface
E	A2	A-030	1	behaviour
E	A2	A-031	1	behaviour
E	A2	A-032	1	behaviour
E	A2	A-034	1	store
E	A2	A-035	1	surface
E	A2	A-159	1	store
E	A2	C-023	1	behaviour
E	A2	A-033	1	interface
E	A3	A-036	1	behaviour
E	A3	A-040	1	behaviour
E	A3	A-041	1	behaviour
E	A3	A-042	1	behaviour
E	A3	C-001	1	store
E	A3	A-037	1	interface
E	A3	A-038	1	interface
E	A3	A-039	1	surface
E	A3	C-002	1	behaviour
E	A3	A-043	1	store
E	A3	C-003	1	behaviour
E	A3	A-029	1	surface
E	A3	A-030	1	behaviour
E	A3	A-031	1	behaviour
E	A3	A-032	1	behaviour
E	A3	A-034	1	store
E	A3	A-035	1	surface
E	A3	A-159	1	store
E	A3	C-023	1	behaviour
E	A3	A-033	1	interface
E	A4	A-036	1	behaviour
E	A4	A-040	1	behaviour
E	A4	A-041	1	behaviour
E	A4	A-042	1	behaviour
E	A4	C-001	1	store
E	A4	A-037	1	interface
E	A4	A-038	1	interface
E	A4	A-039	1	surface
E	A4	C-002	1	behaviour
E	A4	A-043	1	store
E	A4	C-003	1	behaviour
E	A4	A-029	1	surface
E	A4	A-030	1	behaviour
E	A4	A-031	1	behaviour
E	A4	A-032	1	behaviour
E	A4	A-034	1	store
E	A4	A-035	1	surface
E	A4	A-159	1	store
E	A4	C-023	1	behaviour
E	A4	A-033	1	interface
E	A5	S-10	1	aggregate
E	A5	S-10	2	aggregate
E	A5	S-10.1	1	aggregate
E	A5	S-10.1	2	aggregate
E	A5	S-10.2	1	aggregate
E	A5	S-10.2	2	aggregate
E	A5	S-10.3	1	aggregate
E	A5	S-10.3	2	aggregate
E	A5	S-11	1	aggregate
E	A5	S-11	2	aggregate
E	A5	S-11.1	1	aggregate
E	A5	S-11.1	2	aggregate
E	A5	S-11.2	1	aggregate
E	A5	S-11.2	2	aggregate
E	A5	S-11.3	1	aggregate
E	A5	S-11.3	2	aggregate
E	A6	S-10	1	aggregate
E	A6	S-10	2	aggregate
E	A6	S-10.1	1	aggregate
E	A6	S-10.1	2	aggregate
E	A6	S-10.2	1	aggregate
E	A6	S-10.2	2	aggregate
E	A6	S-10.3	1	aggregate
E	A6	S-10.3	2	aggregate
E	A6	S-11	1	aggregate
E	A6	S-11	2	aggregate
E	A6	S-11.1	1	aggregate
E	A6	S-11.1	2	aggregate
E	A6	S-11.2	1	aggregate
E	A6	S-11.2	2	aggregate
E	A6	S-11.3	1	aggregate
E	A6	S-11.3	2	aggregate
E	A7	S-10	1	aggregate
E	A7	S-10.1	1	aggregate
E	A7	S-10.2	1	aggregate
E	A7	S-10.3	1	aggregate
E	A7	S-11	1	aggregate
E	A7	S-11.1	1	aggregate
E	A7	S-11.2	1	aggregate
E	A7	S-11.3	1	aggregate
E	A8	S-10	1	aggregate
E	A8	S-10.1	1	aggregate
E	A8	S-10.2	1	aggregate
E	A8	S-10.3	1	aggregate
E	A8	S-11	1	aggregate
E	A8	S-11.1	1	aggregate
E	A8	S-11.2	1	aggregate
E	A8	S-11.3	1	aggregate
E	A10	A-037	1	interface
E	A10	A-038	1	interface
E	A10	A-033	1	interface
E	U1	S-10	1	aggregate
E	U1	S-10.2	1	aggregate
E	U1	S-11	1	aggregate
E	U1	S-11.1	1	aggregate
E	U1	S-11.3	1	aggregate
E	U2	S-10	1	aggregate
E	U2	S-10	2	aggregate
E	U2	S-10.2	1	aggregate
E	U2	S-10.2	2	aggregate
E	U2	S-11	1	aggregate
E	U2	S-11	2	aggregate
E	U2	S-11.1	1	aggregate
E	U2	S-11.1	2	aggregate
E	U2	S-11.3	1	aggregate
E	U2	S-11.3	2	aggregate
E	U3	S-10	1	aggregate
E	U3	S-10	2	aggregate
E	U3	S-10.2	1	aggregate
E	U3	S-10.2	2	aggregate
E	U3	S-11	1	aggregate
E	U3	S-11	2	aggregate
E	U3	S-11.1	1	aggregate
E	U3	S-11.1	2	aggregate
E	U3	S-11.3	1	aggregate
E	U3	S-11.3	2	aggregate
E	D2	S-10	1	aggregate
E	D2	S-10.1	1	aggregate
E	D2	S-10.2	1	aggregate
E	D2	S-10.3	1	aggregate
E	D2	S-11	1	aggregate
E	D2	S-11.1	1	aggregate
E	D2	S-11.2	1	aggregate
E	D2	S-11.3	1	aggregate
E	D4	A-036	1	behaviour
E	D4	A-040	1	behaviour
E	D4	A-041	1	behaviour
E	D4	A-042	1	behaviour
E	D4	A-037	1	interface
E	D4	A-038	1	interface
E	D4	A-039	1	surface
E	D4	A-043	1	store
E	D4	A-029	1	surface
E	D4	A-030	1	behaviour
E	D4	A-031	1	behaviour
E	D4	A-032	1	behaviour
E	D4	A-034	1	store
E	D4	A-035	1	surface
E	D4	A-159	1	store
E	D4	A-033	1	interface
E	G2m	C-001	1	store
E	G2m	A-043	1	store
E	G2m	A-159	1	store
E	G3m	C-001	1	store
E	G3m	A-043	1	store
E	G3m	A-159	1	store
E	G4m	C-001	1	store
E	G4m	A-043	1	store
E	G4m	A-159	1	store
E	O1	S-10	1	aggregate
E	O1	S-10.2	1	aggregate
E	O1	S-11	1	aggregate
E	O1	S-11.1	1	aggregate
E	O1	S-11.3	1	aggregate
F	K1	A-019	1	behaviour
F	K1	A-046	1	behaviour
F	K1	A-147	1	behaviour
F	K1	A-158	1	behaviour
F	K1	A-156	1	behaviour
F	K1	A-157	1	behaviour
F	K1	C-013	1	behaviour
F	K1	A-026	1	surface
F	K1	A-028	1	surface
F	K1	C-022	1	surface
F	K1	A-045	1	surface
F	K1	A-047	1	surface
F	K1	A-048	1	surface
F	K1	A-044	1	surface
F	K1	C-024	1	interface
F	K2	A-019	1	behaviour
F	K2	A-046	1	behaviour
F	K2	A-147	1	behaviour
F	K2	A-158	1	behaviour
F	K2	A-156	1	behaviour
F	K2	A-157	1	behaviour
F	K2	C-013	1	behaviour
F	K2	A-026	1	surface
F	K2	A-028	1	surface
F	K2	C-022	1	surface
F	K2	A-045	1	surface
F	K2	A-047	1	surface
F	K2	A-048	1	surface
F	K2	A-044	1	surface
F	K2	C-024	1	interface
F	K3	A-002	1	statement
F	K3	A-153	1	statement
F	K3	A-160	1	statement
F	K3	A-145	1	statement
F	K3	A-146	1	statement
F	K3	A-148	1	statement
F	K3	A-149	1	statement
F	K3	A-150	1	statement
F	K3	A-151	1	statement
F	K3	A-152	1	statement
F	K3	A-154	1	statement
F	A2	A-019	1	behaviour
F	A2	A-046	1	behaviour
F	A2	A-147	1	behaviour
F	A2	A-158	1	behaviour
F	A2	A-156	1	behaviour
F	A2	A-157	1	behaviour
F	A2	C-013	1	behaviour
F	A2	A-026	1	surface
F	A2	A-028	1	surface
F	A2	C-022	1	surface
F	A2	A-045	1	surface
F	A2	A-047	1	surface
F	A2	A-048	1	surface
F	A2	A-044	1	surface
F	A2	C-024	1	interface
F	A3	A-019	1	behaviour
F	A3	A-046	1	behaviour
F	A3	A-147	1	behaviour
F	A3	A-158	1	behaviour
F	A3	A-156	1	behaviour
F	A3	A-157	1	behaviour
F	A3	C-013	1	behaviour
F	A3	A-026	1	surface
F	A3	A-028	1	surface
F	A3	C-022	1	surface
F	A3	A-045	1	surface
F	A3	A-047	1	surface
F	A3	A-048	1	surface
F	A3	A-044	1	surface
F	A3	C-024	1	interface
F	A4	A-019	1	behaviour
F	A4	A-046	1	behaviour
F	A4	A-147	1	behaviour
F	A4	A-158	1	behaviour
F	A4	A-156	1	behaviour
F	A4	A-157	1	behaviour
F	A4	C-013	1	behaviour
F	A4	A-026	1	surface
F	A4	A-028	1	surface
F	A4	C-022	1	surface
F	A4	A-045	1	surface
F	A4	A-047	1	surface
F	A4	A-048	1	surface
F	A4	A-044	1	surface
F	A4	C-024	1	interface
F	A5	S-12	1	aggregate
F	A5	S-12	2	aggregate
F	A5	S-12.1	1	aggregate
F	A5	S-12.1	2	aggregate
F	A5	S-12.2	1	aggregate
F	A5	S-12.2	2	aggregate
F	A5	S-12.3	1	aggregate
F	A5	S-12.3	2	aggregate
F	A5	S-13	1	aggregate
F	A5	S-13	2	aggregate
F	A5	S-13.1	1	aggregate
F	A5	S-13.1	2	aggregate
F	A5	S-13.5	1	aggregate
F	A5	S-13.5	2	aggregate
F	A6	S-12	1	aggregate
F	A6	S-12	2	aggregate
F	A6	S-12.1	1	aggregate
F	A6	S-12.1	2	aggregate
F	A6	S-12.2	1	aggregate
F	A6	S-12.2	2	aggregate
F	A6	S-12.3	1	aggregate
F	A6	S-12.3	2	aggregate
F	A6	S-13	1	aggregate
F	A6	S-13	2	aggregate
F	A6	S-13.1	1	aggregate
F	A6	S-13.1	2	aggregate
F	A6	S-13.5	1	aggregate
F	A6	S-13.5	2	aggregate
F	A7	S-12	1	aggregate
F	A7	S-12.1	1	aggregate
F	A7	S-12.2	1	aggregate
F	A7	S-12.3	1	aggregate
F	A7	S-13	1	aggregate
F	A7	S-13.1	1	aggregate
F	A7	S-13.5	1	aggregate
F	A8	S-12	1	aggregate
F	A8	S-12.1	1	aggregate
F	A8	S-12.2	1	aggregate
F	A8	S-12.3	1	aggregate
F	A8	S-13	1	aggregate
F	A8	S-13.1	1	aggregate
F	A8	S-13.5	1	aggregate
F	A9	A-145	1	statement
F	A10	C-024	1	interface
F	U1	S-12	1	aggregate
F	U1	S-12.1	1	aggregate
F	U1	S-12.2	1	aggregate
F	U1	S-12.3	1	aggregate
F	U2	S-12	1	aggregate
F	U2	S-12	2	aggregate
F	U2	S-12.1	1	aggregate
F	U2	S-12.1	2	aggregate
F	U2	S-12.2	1	aggregate
F	U2	S-12.2	2	aggregate
F	U2	S-12.3	1	aggregate
F	U2	S-12.3	2	aggregate
F	U3	S-12	1	aggregate
F	U3	S-12	2	aggregate
F	U3	S-12.1	1	aggregate
F	U3	S-12.1	2	aggregate
F	U3	S-12.2	1	aggregate
F	U3	S-12.2	2	aggregate
F	U3	S-12.3	1	aggregate
F	U3	S-12.3	2	aggregate
F	D2	S-12	1	aggregate
F	D2	S-12.1	1	aggregate
F	D2	S-12.2	1	aggregate
F	D2	S-12.3	1	aggregate
F	D2	S-12.6	1	aggregate
F	D2	S-13	1	aggregate
F	D2	S-13.1	1	aggregate
F	D2	S-13.2	1	aggregate
F	D2	S-13.3	1	aggregate
F	D2	S-13.5	1	aggregate
F	D4	A-002	1	statement
F	D4	A-026	1	surface
F	D4	A-028	1	surface
F	D4	A-019	1	behaviour
F	D4	A-045	1	surface
F	D4	A-046	1	behaviour
F	D4	A-047	1	surface
F	D4	A-048	1	surface
F	D4	A-044	1	surface
F	D4	A-153	1	statement
F	D4	A-160	1	statement
F	D4	A-145	1	statement
F	D4	A-146	1	statement
F	D4	A-147	1	behaviour
F	D4	A-148	1	statement
F	D4	A-149	1	statement
F	D4	A-150	1	statement
F	D4	A-151	1	statement
F	D4	A-152	1	statement
F	D4	A-158	1	behaviour
F	D4	A-156	1	behaviour
F	D4	A-157	1	behaviour
F	D4	A-154	1	statement
F	O1	S-12	1	aggregate
F	O1	S-12.1	1	aggregate
F	O1	S-12.2	1	aggregate
F	O1	S-12.3	1	aggregate
G	K1	A-059	1	behaviour
G	K1	A-051	1	behaviour
G	K1	A-052	1	behaviour
G	K1	A-053	1	behaviour
G	K1	A-054	1	behaviour
G	K1	A-055	1	behaviour
G	K1	A-056	1	interface
G	K1	A-057	1	interface
G	K1	A-058	1	behaviour
G	K1	A-049	1	behaviour
G	K1	A-102	1	behaviour
G	K1	C-007	1	surface
G	K1	C-008	1	surface
G	K1	A-050	1	behaviour
G	K1	C-009	1	behaviour
G	K1	C-025	1	behaviour
G	K1	A-074	1	store
G	K1	A-098	1	store
G	K1	A-117	1	store
G	K1	C-018	1	surface
G	K1	A-013	1	store
G	K1	A-027	1	behaviour
G	K1	C-015	1	store
G	K2	A-059	1	behaviour
G	K2	A-051	1	behaviour
G	K2	A-052	1	behaviour
G	K2	A-053	1	behaviour
G	K2	A-054	1	behaviour
G	K2	A-055	1	behaviour
G	K2	A-056	1	interface
G	K2	A-057	1	interface
G	K2	A-058	1	behaviour
G	K2	A-049	1	behaviour
G	K2	A-102	1	behaviour
G	K2	C-007	1	surface
G	K2	C-008	1	surface
G	K2	A-050	1	behaviour
G	K2	C-009	1	behaviour
G	K2	C-025	1	behaviour
G	K2	A-074	1	store
G	K2	A-098	1	store
G	K2	A-117	1	store
G	K2	C-018	1	surface
G	K2	A-013	1	store
G	K2	A-027	1	behaviour
G	K2	C-015	1	store
G	A2	A-059	1	behaviour
G	A2	A-051	1	behaviour
G	A2	A-052	1	behaviour
G	A2	A-053	1	behaviour
G	A2	A-054	1	behaviour
G	A2	A-055	1	behaviour
G	A2	A-056	1	interface
G	A2	A-057	1	interface
G	A2	A-058	1	behaviour
G	A2	A-049	1	behaviour
G	A2	A-102	1	behaviour
G	A2	C-007	1	surface
G	A2	C-008	1	surface
G	A2	A-050	1	behaviour
G	A2	C-009	1	behaviour
G	A2	C-025	1	behaviour
G	A2	A-074	1	store
G	A2	A-098	1	store
G	A2	A-117	1	store
G	A2	C-018	1	surface
G	A2	A-013	1	store
G	A2	A-027	1	behaviour
G	A2	C-015	1	store
G	A3	A-059	1	behaviour
G	A3	A-051	1	behaviour
G	A3	A-052	1	behaviour
G	A3	A-053	1	behaviour
G	A3	A-054	1	behaviour
G	A3	A-055	1	behaviour
G	A3	A-056	1	interface
G	A3	A-057	1	interface
G	A3	A-058	1	behaviour
G	A3	A-049	1	behaviour
G	A3	A-102	1	behaviour
G	A3	C-007	1	surface
G	A3	C-008	1	surface
G	A3	A-050	1	behaviour
G	A3	C-009	1	behaviour
G	A3	C-025	1	behaviour
G	A3	A-074	1	store
G	A3	A-098	1	store
G	A3	A-117	1	store
G	A3	C-018	1	surface
G	A3	A-013	1	store
G	A3	A-027	1	behaviour
G	A3	C-015	1	store
G	A4	A-059	1	behaviour
G	A4	A-051	1	behaviour
G	A4	A-052	1	behaviour
G	A4	A-053	1	behaviour
G	A4	A-054	1	behaviour
G	A4	A-055	1	behaviour
G	A4	A-056	1	interface
G	A4	A-057	1	interface
G	A4	A-058	1	behaviour
G	A4	A-049	1	behaviour
G	A4	A-102	1	behaviour
G	A4	C-007	1	surface
G	A4	C-008	1	surface
G	A4	A-050	1	behaviour
G	A4	C-009	1	behaviour
G	A4	C-025	1	behaviour
G	A4	A-074	1	store
G	A4	A-098	1	store
G	A4	A-117	1	store
G	A4	C-018	1	surface
G	A4	A-013	1	store
G	A4	A-027	1	behaviour
G	A4	C-015	1	store
G	A5	S-09	1	aggregate
G	A5	S-09	2	aggregate
G	A5	S-09.1	1	aggregate
G	A5	S-09.1	2	aggregate
G	A5	S-09.2	1	aggregate
G	A5	S-09.2	2	aggregate
G	A5	S-09.3	1	aggregate
G	A5	S-09.3	2	aggregate
G	A5	S-14	1	aggregate
G	A5	S-14	2	aggregate
G	A5	S-14.1	1	aggregate
G	A5	S-14.1	2	aggregate
G	A5	S-14.2	1	aggregate
G	A5	S-14.2	2	aggregate
G	A6	S-09	1	aggregate
G	A6	S-09	2	aggregate
G	A6	S-09.1	1	aggregate
G	A6	S-09.1	2	aggregate
G	A6	S-09.2	1	aggregate
G	A6	S-09.2	2	aggregate
G	A6	S-09.3	1	aggregate
G	A6	S-09.3	2	aggregate
G	A6	S-14	1	aggregate
G	A6	S-14	2	aggregate
G	A6	S-14.1	1	aggregate
G	A6	S-14.1	2	aggregate
G	A6	S-14.2	1	aggregate
G	A6	S-14.2	2	aggregate
G	A7	S-09	1	aggregate
G	A7	S-09.1	1	aggregate
G	A7	S-09.2	1	aggregate
G	A7	S-09.3	1	aggregate
G	A7	S-14	1	aggregate
G	A7	S-14.1	1	aggregate
G	A7	S-14.2	1	aggregate
G	A8	S-09	1	aggregate
G	A8	S-09.1	1	aggregate
G	A8	S-09.2	1	aggregate
G	A8	S-09.3	1	aggregate
G	A8	S-14	1	aggregate
G	A8	S-14.1	1	aggregate
G	A8	S-14.2	1	aggregate
G	A10	A-056	1	interface
G	A10	A-057	1	interface
G	U1	S-09	1	aggregate
G	U1	S-09.2	1	aggregate
G	U1	S-14	1	aggregate
G	U1	S-14.1	1	aggregate
G	U2	S-09	1	aggregate
G	U2	S-09	2	aggregate
G	U2	S-09.2	1	aggregate
G	U2	S-09.2	2	aggregate
G	U2	S-14	1	aggregate
G	U2	S-14	2	aggregate
G	U2	S-14.1	1	aggregate
G	U2	S-14.1	2	aggregate
G	U3	S-09	1	aggregate
G	U3	S-09	2	aggregate
G	U3	S-09.2	1	aggregate
G	U3	S-09.2	2	aggregate
G	U3	S-14	1	aggregate
G	U3	S-14	2	aggregate
G	U3	S-14.1	1	aggregate
G	U3	S-14.1	2	aggregate
G	D2	S-09	1	aggregate
G	D2	S-09.1	1	aggregate
G	D2	S-09.2	1	aggregate
G	D2	S-09.3	1	aggregate
G	D2	S-14	1	aggregate
G	D2	S-14.1	1	aggregate
G	D2	S-14.2	1	aggregate
G	D4	A-059	1	behaviour
G	D4	A-051	1	behaviour
G	D4	A-052	1	behaviour
G	D4	A-053	1	behaviour
G	D4	A-054	1	behaviour
G	D4	A-055	1	behaviour
G	D4	A-056	1	interface
G	D4	A-057	1	interface
G	D4	A-058	1	behaviour
G	D4	A-049	1	behaviour
G	D4	A-102	1	behaviour
G	D4	A-050	1	behaviour
G	D4	A-074	1	store
G	D4	A-098	1	store
G	D4	A-117	1	store
G	D4	A-013	1	store
G	D4	A-027	1	behaviour
G	G2m	A-074	1	store
G	G2m	A-098	1	store
G	G2m	A-117	1	store
G	G2m	A-013	1	store
G	G2m	C-015	1	store
G	G3m	A-074	1	store
G	G3m	A-098	1	store
G	G3m	A-117	1	store
G	G3m	A-013	1	store
G	G3m	C-015	1	store
G	G4m	A-074	1	store
G	G4m	A-098	1	store
G	G4m	A-117	1	store
G	G4m	A-013	1	store
G	G4m	C-015	1	store
G	O1	S-09	1	aggregate
G	O1	S-09.2	1	aggregate
G	O1	S-14	1	aggregate
G	O1	S-14.1	1	aggregate
