batch	activity	element	cycle	class
E	U3	N17	2	aggregate
E	U3	N18	1	aggregate
E	U3	N18	2	aggregate
E	D2	N13	1	aggregate
E	D2	N14	1	aggregate
E	D2	N15	1	aggregate
E	D2	N16	1	aggregate
E	D2	N17	1	aggregate
E	D2	N18	1	aggregate
E	D4	A003	1	behaviour
E	D4	A004	1	behaviour
E	D4	A073	1	surface
E	D4	A074	1	surface
E	D4	A075	1	behaviour
E	D4	A079	1	behaviour
E	D4	A080	1	store
E	D4	A081	1	behaviour
E	D4	A082	1	behaviour
E	D4	A083	1	store
E	D4	A084	1	surface
E	D4	A087	1	store
E	D4	A090	1	surface
E	D4	A091	1	surface
E	D4	A092	1	behaviour
E	D4	A093	1	surface
E	D4	A094	1	behaviour
E	D4	A095	1	surface
E	D4	A097	1	surface
E	D4	A098	1	surface
E	D4	A099	1	behaviour
E	D4	A100	1	behaviour
E	D4	A102	1	behaviour
E	D4	A104	1	surface
E	D4	A106	1	surface
E	D4	A107	1	surface
E	D4	A108	1	interface
E	D4	A112	1	behaviour
E	D4	A114	1	surface
E	D4	A121	1	behaviour
E	G2m	A080	1	store
E	G2m	A083	1	store
E	G2m	A087	1	store
E	G3m	A080	1	store
E	G3m	A083	1	store
E	G3m	A087	1	store
E	G4m	A080	1	store
E	G4m	A083	1	store
E	G4m	A087	1	store
E	O1	N13	1	aggregate
E	O1	N14	1	aggregate
E	O1	N15	1	aggregate
E	O1	N16	1	aggregate
E	O1	N17	1	aggregate
E	O1	N18	1	aggregate
F	K1	A077	1	store
F	K1	A078	1	behaviour
F	K1	A086	1	behaviour
F	K1	A088	1	behaviour
F	K1	A096	1	behaviour
F	K1	A101	1	behaviour
F	K1	A103	1	behaviour
F	K1	A105	1	behaviour
F	K1	A109	1	store
F	K1	A110	1	behaviour
F	K1	A111	1	behaviour
F	K1	A115	1	behaviour
F	K1	A116	1	surface
F	K1	A117	1	surface
F	K1	A118	1	surface
F	K1	A119	1	surface
F	K1	A120	1	behaviour
F	K1	A122	1	store
F	K1	A123	1	behaviour
F	K1	A124	1	behaviour
F	K1	A125	1	behaviour
F	K1	A126	1	behaviour
F	K1	A127	1	behaviour
F	K1	A128	1	behaviour
F	K1	A129	1	store
F	K1	A130	1	behaviour
F	K1	A131	1	store
F	K1	A132	1	surface
F	K2	A077	1	store
F	K2	A078	1	behaviour
F	K2	A086	1	behaviour
F	K2	A088	1	behaviour
F	K2	A096	1	behaviour
F	K2	A101	1	behaviour
F	K2	A103	1	behaviour
F	K2	A105	1	behaviour
F	K2	A109	1	store
F	K2	A110	1	behaviour
F	K2	A111	1	behaviour
F	K2	A115	1	behaviour
F	K2	A116	1	surface
F	K2	A117	1	surface
F	K2	A118	1	surface
F	K2	A119	1	surface
F	K2	A120	1	behaviour
F	K2	A122	1	store
F	K2	A123	1	behaviour
F	K2	A124	1	behaviour
F	K2	A125	1	behaviour
F	K2	A126	1	behaviour
F	K2	A127	1	behaviour
F	K2	A128	1	behaviour
F	K2	A129	1	store
F	K2	A130	1	behaviour
F	K2	A131	1	store
F	K2	A132	1	surface
F	A2	A077	1	store
F	A2	A078	1	behaviour
F	A2	A086	1	behaviour
F	A2	A088	1	behaviour
F	A2	A096	1	behaviour
F	A2	A101	1	behaviour
F	A2	A103	1	behaviour
F	A2	A105	1	behaviour
F	A2	A109	1	store
F	A2	A110	1	behaviour
F	A2	A111	1	behaviour
F	A2	A115	1	behaviour
F	A2	A116	1	surface
F	A2	A117	1	surface
F	A2	A118	1	surface
F	A2	A119	1	surface
F	A2	A120	1	behaviour
F	A2	A122	1	store
F	A2	A123	1	behaviour
F	A2	A124	1	behaviour
F	A2	A125	1	behaviour
F	A2	A126	1	behaviour
F	A2	A127	1	behaviour
F	A2	A128	1	behaviour
F	A2	A129	1	store
F	A2	A130	1	behaviour
F	A2	A131	1	store
F	A2	A132	1	surface
F	A3	A077	1	store
F	A3	A078	1	behaviour
F	A3	A086	1	behaviour
F	A3	A088	1	behaviour
F	A3	A096	1	behaviour
F	A3	A101	1	behaviour
F	A3	A103	1	behaviour
F	A3	A105	1	behaviour
F	A3	A109	1	store
F	A3	A110	1	behaviour
F	A3	A111	1	behaviour
F	A3	A115	1	behaviour
F	A3	A116	1	surface
F	A3	A117	1	surface
F	A3	A118	1	surface
F	A3	A119	1	surface
F	A3	A120	1	behaviour
F	A3	A122	1	store
F	A3	A123	1	behaviour
F	A3	A124	1	behaviour
F	A3	A125	1	behaviour
F	A3	A126	1	behaviour
F	A3	A127	1	behaviour
F	A3	A128	1	behaviour
F	A3	A129	1	store
F	A3	A130	1	behaviour
F	A3	A131	1	store
F	A3	A132	1	surface
F	A4	A077	1	store
F	A4	A078	1	behaviour
F	A4	A086	1	behaviour
F	A4	A088	1	behaviour
F	A4	A096	1	behaviour
F	A4	A101	1	behaviour
F	A4	A103	1	behaviour
F	A4	A105	1	behaviour
F	A4	A109	1	store
F	A4	A110	1	behaviour
F	A4	A111	1	behaviour
F	A4	A115	1	behaviour
F	A4	A116	1	surface
F	A4	A117	1	surface
F	A4	A118	1	surface
F	A4	A119	1	surface
F	A4	A120	1	behaviour
F	A4	A122	1	store
F	A4	A123	1	behaviour
F	A4	A124	1	behaviour
F	A4	A125	1	behaviour
F	A4	A126	1	behaviour
F	A4	A127	1	behaviour
F	A4	A128	1	behaviour
F	A4	A129	1	store
F	A4	A130	1	behaviour
F	A4	A131	1	store
F	A4	A132	1	surface
F	A5	N19	1	aggregate
F	A5	N19	2	aggregate
F	A5	N20	1	aggregate
F	A5	N20	2	aggregate
F	A5	N23	1	aggregate
F	A5	N23	2	aggregate
F	A6	N19	1	aggregate
F	A6	N19	2	aggregate
F	A6	N20	1	aggregate
F	A6	N20	2	aggregate
F	A6	N23	1	aggregate
F	A6	N23	2	aggregate
F	A7	N19	1	aggregate
F	A7	N20	1	aggregate
F	A7	N23	1	aggregate
F	A8	N19	1	aggregate
F	A8	N20	1	aggregate
F	A8	N23	1	aggregate
F	U1	N19	1	aggregate
F	U1	N20	1	aggregate
F	U1	N23	1	aggregate
F	U2	N19	1	aggregate
F	U2	N19	2	aggregate
F	U2	N20	1	aggregate
F	U2	N20	2	aggregate
F	U2	N23	1	aggregate
F	U2	N23	2	aggregate
F	U3	N19	1	aggregate
F	U3	N19	2	aggregate
F	U3	N20	1	aggregate
F	U3	N20	2	aggregate
F	U3	N23	1	aggregate
F	U3	N23	2	aggregate
F	D2	N19	1	aggregate
F	D2	N20	1	aggregate
F	D2	N23	1	aggregate
F	D4	A077	1	store
F	D4	A078	1	behaviour
F	D4	A086	1	behaviour
F	D4	A088	1	behaviour
F	D4	A096	1	behaviour
F	D4	A101	1	behaviour
F	D4	A103	1	behaviour
F	D4	A105	1	behaviour
F	D4	A109	1	store
F	D4	A110	1	behaviour
F	D4	A111	1	behaviour
F	D4	A115	1	behaviour
F	D4	A116	1	surface
F	D4	A117	1	surface
F	D4	A118	1	surface
F	D4	A119	1	surface
F	D4	A120	1	behaviour
F	D4	A122	1	store
F	D4	A123	1	behaviour
F	D4	A124	1	behaviour
F	D4	A125	1	behaviour
F	D4	A126	1	behaviour
F	D4	A127	1	behaviour
F	D4	A128	1	behaviour
F	D4	A129	1	store
F	D4	A130	1	behaviour
F	D4	A131	1	store
F	D4	A132	1	surface
F	G2m	A077	1	store
F	G2m	A109	1	store
F	G2m	A122	1	store
F	G2m	A129	1	store
F	G2m	A131	1	store
F	G3m	A077	1	store
F	G3m	A109	1	store
F	G3m	A122	1	store
F	G3m	A129	1	store
F	G3m	A131	1	store
F	G4m	A077	1	store
F	G4m	A109	1	store
F	G4m	A122	1	store
F	G4m	A129	1	store
F	G4m	A131	1	store
F	O1	N19	1	aggregate
F	O1	N20	1	aggregate
F	O1	N23	1	aggregate
G	K1	A011	1	behaviour
G	K1	A070	1	surface
G	K1	A133	1	behaviour
G	K1	A134	1	surface
G	K1	A135	1	surface
G	K1	A138	1	surface
G	K1	A139	1	surface
G	K1	A142	1	surface
G	K1	A157	1	behaviour
G	K1	A166	1	behaviour
G	K1	A168	1	behaviour
G	K1	A169	1	behaviour
G	K1	A170	1	store
G	K1	C11	1	behaviour
G	K2	A011	1	behaviour
G	K2	A070	1	surface
G	K2	A133	1	behaviour
G	K2	A134	1	surface
G	K2	A135	1	surface
G	K2	A138	1	surface
G	K2	A139	1	surface
G	K2	A142	1	surface
G	K2	A157	1	behaviour
G	K2	A166	1	behaviour
G	K2	A168	1	behaviour
G	K2	A169	1	behaviour
G	K2	A170	1	store
G	K2	C11	1	behaviour
G	K3	A154	1	statement
G	K3	A155	1	statement
G	K3	A156	1	statement
G	K3	A158	1	statement
G	K3	A159	1	statement
G	K3	A160	1	statement
G	K3	A161	1	statement
G	K3	A162	1	statement
G	K3	A164	1	statement
G	A2	A011	1	behaviour
G	A2	A070	1	surface
G	A2	A133	1	behaviour
G	A2	A134	1	surface
G	A2	A135	1	surface
G	A2	A138	1	surface
G	A2	A139	1	surface
G	A2	A142	1	surface
G	A2	A157	1	behaviour
G	A2	A166	1	behaviour
G	A2	A168	1	behaviour
G	A2	A169	1	behaviour
G	A2	A170	1	store
G	A2	C11	1	behaviour
G	A3	A011	1	behaviour
G	A3	A070	1	surface
G	A3	A133	1	behaviour
G	A3	A134	1	surface
G	A3	A135	1	surface
G	A3	A138	1	surface
G	A3	A139	1	surface
G	A3	A142	1	surface
G	A3	A157	1	behaviour
G	A3	A166	1	behaviour
G	A3	A168	1	behaviour
G	A3	A169	1	behaviour
G	A3	A170	1	store
G	A3	C11	1	behaviour
G	A4	A011	1	behaviour
G	A4	A070	1	surface
G	A4	A133	1	behaviour
G	A4	A134	1	surface
G	A4	A135	1	surface
G	A4	A138	1	surface
G	A4	A139	1	surface
G	A4	A142	1	surface
G	A4	A157	1	behaviour
G	A4	A166	1	behaviour
G	A4	A168	1	behaviour
G	A4	A169	1	behaviour
G	A4	A170	1	store
G	A4	C11	1	behaviour
G	A5	N21	1	aggregate
G	A5	N21	2	aggregate
G	A5	N22	1	aggregate
G	A5	N22	2	aggregate
G	A6	N21	1	aggregate
G	A6	N21	2	aggregate
G	A6	N22	1	aggregate
G	A6	N22	2	aggregate
G	A7	N21	1	aggregate
G	A7	N22	1	aggregate
G	A8	N21	1	aggregate
G	A8	N22	1	aggregate
G	A9	A164	1	statement
G	U1	N21	1	aggregate
G	U2	N21	1	aggregate
G	U2	N21	2	aggregate
G	U3	N21	1	aggregate
G	U3	N21	2	aggregate
G	D2	N21	1	aggregate
G	D2	N22	1	aggregate
G	D4	A011	1	behaviour
G	D4	A070	1	surface
G	D4	A133	1	behaviour
G	D4	A134	1	surface
G	D4	A135	1	surface
G	D4	A138	1	surface
G	D4	A139	1	surface
G	D4	A142	1	surface
G	D4	A154	1	statement
G	D4	A155	1	statement
G	D4	A156	1	statement
G	D4	A157	1	behaviour
G	D4	A158	1	statement
G	D4	A159	1	statement
G	D4	A160	1	statement
G	D4	A161	1	statement
G	D4	A162	1	statement
G	D4	A164	1	statement
G	D4	A166	1	behaviour
G	D4	A168	1	behaviour
G	D4	A169	1	behaviour
G	D4	A170	1	store
G	G2m	A170	1	store
G	G3m	A170	1	store
G	G4m	A170	1	store
G	O1	N21	1	aggregate
